,,District,Commodity,Price (Rs/Quintal),Unit,Season
,,Palamu,Maize,1495.33,Rs/Quintal,Kharif
,,Palamu,Mustard,6716.53,Rs/Quintal,Kharif
,,Palamu,Onion,2221.67,Rs/Quintal,Kharif
,,Palamu,Potato,1791.07,Rs/Quintal,Kharif
,,Palamu,Rice (Paddy),1650.2,Rs/Quintal,Kharif
,,Palamu,Sugarcane,334.41,Rs/Quintal,Kharif
,,Palamu,Tomato,2389.05,Rs/Quintal,Kharif
,,Palamu,Wheat,2270.2,Rs/Quintal,Kharif
,,Ramgarh,Arhar (Tur),7259.13,Rs/Quintal,Kharif
,,Ramgarh,Gram (Chana),6333.62,Rs/Quintal,Kharif
,,Ramgarh,Maize,1459.57,Rs/Quintal,Kharif
,,Ramgarh,Mustard,6686.9,Rs/Quintal,Kharif
,,Ramgarh,Onion,2143.57,Rs/Quintal,Kharif
,,Ramgarh,Potato,1813.52,Rs/Quintal,Kharif
,,Ramgarh,Rice (Paddy),1643.43,Rs/Quintal,Kharif
,,Ramgarh,Sugarcane,341.78,Rs/Quintal,Kharif
,,Ramgarh,Tomato,2366.98,Rs/Quintal,Kharif
,,Ramgarh,Wheat,2306.26,Rs/Quintal,Kharif
,,Ranchi,Arhar (Tur),7690.7,Rs/Quintal,Kharif
,,Ranchi,Gram (Chana),6648.39,Rs/Quintal,Kharif
,,Ranchi,Maize,1517.61,Rs/Quintal,Kharif
,,Ranchi,Mustard,7061.15,Rs/Quintal,Kharif
,,Ranchi,Onion,2335.88,Rs/Quintal,Kharif
,,Ranchi,Potato,1936.33,Rs/Quintal,Kharif
,,Ranchi,Rice (Paddy),1762.55,Rs/Quintal,Kharif
,,Ranchi,Sugarcane,354.91,Rs/Quintal,Kharif
,,Ranchi,Tomato,2567.37,Rs/Quintal,Kharif
,,Ranchi,Wheat,2411.32,Rs/Quintal,Kharif
,,Sahebganj,Arhar (Tur),7167.8,Rs/Quintal,Kharif
,,Sahebganj,Gram (Chana),6331.78,Rs/Quintal,Kharif
,,Sahebganj,Maize,1480.38,Rs/Quintal,Kharif
,,Sahebganj,Mustard,6691.91,Rs/Quintal,Kharif
,,Sahebganj,Onion,2136.01,Rs/Quintal,Kharif
,,Sahebganj,Potato,1831.46,Rs/Quintal,Kharif
,,Sahebganj,Rice (Paddy),1638.41,Rs/Quintal,Kharif
,,Sahebganj,Sugarcane,342.37,Rs/Quintal,Kharif
,,Sahebganj,Tomato,2449.7,Rs/Quintal,Kharif
,,Sahebganj,Wheat,2258.59,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Arhar (Tur),7330.61,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Gram (Chana),6212.84,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Maize,1489.92,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Mustard,6682.53,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Onion,2130.79,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Potato,1827.32,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Rice (Paddy),1649.28,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Sugarcane,338.65,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Tomato,2397.56,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Wheat,2308.11,Rs/Quintal,Kharif
,,Simdega,Arhar (Tur),6956.25,Rs/Quintal,Kharif
,,Simdega,Gram (Chana),6021.73,Rs/Quintal,Kharif
,,Simdega,Maize,1429.5,Rs/Quintal,Kharif
,,Simdega,Mustard,6356.2,Rs/Quintal,Kharif
,,Simdega,Onion,2026.04,Rs/Quintal,Kharif
,,Simdega,Potato,1727.63,Rs/Quintal,Kharif
,,Simdega,Rice (Paddy),1590.49,Rs/Quintal,Kharif
,,Simdega,Sugarcane,323.83,Rs/Quintal,Kharif
,,Simdega,Tomato,2328.76,Rs/Quintal,Kharif
,,Simdega,Wheat,2207.63,Rs/Quintal,Kharif
,,West Singhbhum,Arhar (Tur),7188.99,Rs/Quintal,Kharif
,,West Singhbhum,Gram (Chana),6265.55,Rs/Quintal,Kharif
,,West Singhbhum,Maize,1477.09,Rs/Quintal,Kharif
,,West Singhbhum,Mustard,6714.06,Rs/Quintal,Kharif
,,West Singhbhum,Onion,2231.24,Rs/Quintal,Kharif
,,West Singhbhum,Potato,1782.59,Rs/Quintal,Kharif
,,West Singhbhum,Rice (Paddy),1635.29,Rs/Quintal,Kharif
,,West Singhbhum,Sugarcane,339.93,Rs/Quintal,Kharif
,,West Singhbhum,Tomato,2455.42,Rs/Quintal,Kharif
,,West Singhbhum,Wheat,2328.84,Rs/Quintal,Kharif
,,Bokaro,Arhar (Tur),7853.17,Rs/Quintal,Rabi
,,Bokaro,Gram (Chana),6935.79,Rs/Quintal,Rabi
,,Bokaro,Maize,2123.39,Rs/Quintal,Rabi
,,Bokaro,Mustard,7178.36,Rs/Quintal,Rabi
,,Bokaro,Onion,2424.93,Rs/Quintal,Rabi
,,Bokaro,Potato,1978.35,Rs/Quintal,Rabi
,,Bokaro,Rice (Paddy),1927.4,Rs/Quintal,Rabi
,,Bokaro,Sugarcane,369.81,Rs/Quintal,Rabi
,,Bokaro,Tomato,2570.06,Rs/Quintal,Rabi
,,Bokaro,Wheat,2049.18,Rs/Quintal,Rabi
,,Chatra,Arhar (Tur),7975.13,Rs/Quintal,Rabi
,,Chatra,Gram (Chana),6918.65,Rs/Quintal,Rabi
,,Chatra,Maize,2100.12,Rs/Quintal,Rabi
,,Chatra,Mustard,7226.18,Rs/Quintal,Rabi
,,Chatra,Onion,2378.54,Rs/Quintal,Rabi
,,Chatra,Potato,2006.81,Rs/Quintal,Rabi
,,Chatra,Rice (Paddy),1923.04,Rs/Quintal,Rabi
,,Chatra,Sugarcane,373.97,Rs/Quintal,Rabi
,,Chatra,Tomato,2678.02,Rs/Quintal,Rabi
,,Chatra,Wheat,2075.96,Rs/Quintal,Rabi
,,Deoghar,Arhar (Tur),7828.4,Rs/Quintal,Rabi
,,Deoghar,Gram (Chana),6843.42,Rs/Quintal,Rabi
,,Deoghar,Maize,2096.33,Rs/Quintal,Rabi
,,Deoghar,Mustard,7306.21,Rs/Quintal,Rabi
,,Deoghar,Onion,2331.1,Rs/Quintal,Rabi
,,Deoghar,Potato,1991.86,Rs/Quintal,Rabi
,,Deoghar,Rice (Paddy),1925.92,Rs/Quintal,Rabi
,,Deoghar,Sugarcane,371.49,Rs/Quintal,Rabi
,,Deoghar,Tomato,2569.56,Rs/Quintal,Rabi
,,Deoghar,Wheat,2021.03,Rs/Quintal,Rabi
,,Dhanbad,Arhar (Tur),8313.37,Rs/Quintal,Rabi
,,Dhanbad,Gram (Chana),7149.43,Rs/Quintal,Rabi
,,Dhanbad,Maize,2246.11,Rs/Quintal,Rabi
,,Dhanbad,Mustard,7683.01,Rs/Quintal,Rabi
,,Dhanbad,Onion,2492.58,Rs/Quintal,Rabi
,,Dhanbad,Potato,2050.15,Rs/Quintal,Rabi
,,Dhanbad,Rice (Paddy),2043.86,Rs/Quintal,Rabi
,,Dhanbad,Sugarcane,384.69,Rs/Quintal,Rabi
,,Dhanbad,Tomato,2710.93,Rs/Quintal,Rabi
,,Dhanbad,Wheat,2166.87,Rs/Quintal,Rabi
,,Dumka,Arhar (Tur),7474.76,Rs/Quintal,Rabi
,,Dumka,Gram (Chana),6558.53,Rs/Quintal,Rabi
,,Dumka,Maize,2026.27,Rs/Quintal,Rabi
,,Dumka,Mustard,6823.4,Rs/Quintal,Rabi
,,Dumka,Onion,2282.01,Rs/Quintal,Rabi
,,Dumka,Potato,1875.66,Rs/Quintal,Rabi
,,Dumka,Rice (Paddy),1832.02,Rs/Quintal,Rabi
,,Dumka,Sugarcane,346.76,Rs/Quintal,Rabi
,,Dumka,Tomato,2492.09,Rs/Quintal,Rabi
,,Dumka,Wheat,1931.44,Rs/Quintal,Rabi
,,East Singhbhum,Arhar (Tur),7908.44,Rs/Quintal,Rabi
,,East Singhbhum,Gram (Chana),6815.95,Rs/Quintal,Rabi
,,East Singhbhum,Maize,2098.34,Rs/Quintal,Rabi
,,East Singhbhum,Mustard,7266.84,Rs/Quintal,Rabi
,,East Singhbhum,Onion,2329.35,Rs/Quintal,Rabi
,,East Singhbhum,Potato,1941.24,Rs/Quintal,Rabi
,,East Singhbhum,Rice (Paddy),1969.45,Rs/Quintal,Rabi
,,East Singhbhum,Sugarcane,369.43,Rs/Quintal,Rabi
,,East Singhbhum,Tomato,2699,Rs/Quintal,Rabi
,,East Singhbhum,Wheat,2039.86,Rs/Quintal,Rabi
,,Garhwa,Arhar (Tur),7908.97,Rs/Quintal,Rabi
,,Garhwa,Gram (Chana),6879.61,Rs/Quintal,Rabi
,,Garhwa,Maize,2110.33,Rs/Quintal,Rabi
,,Garhwa,Mustard,7322.63,Rs/Quintal,Rabi
,,Garhwa,Onion,2347.18,Rs/Quintal,Rabi
,,Garhwa,Potato,1982.35,Rs/Quintal,Rabi
,,Garhwa,Rice (Paddy),1931.05,Rs/Quintal,Rabi
,,Garhwa,Sugarcane,373.82,Rs/Quintal,Rabi
,,Garhwa,Tomato,2646.35,Rs/Quintal,Rabi
,,Garhwa,Wheat,2014.29,Rs/Quintal,Rabi
,,Giridih,Arhar (Tur),7980.78,Rs/Quintal,Rabi
,,Giridih,Gram (Chana),6866.53,Rs/Quintal,Rabi
,,Giridih,Maize,2121.82,Rs/Quintal,Rabi
,,Giridih,Mustard,7221.21,Rs/Quintal,Rabi
,,Giridih,Onion,2378.13,Rs/Quintal,Rabi
,,Giridih,Potato,1953.93,Rs/Quintal,Rabi
,,Giridih,Rice (Paddy),1937.06,Rs/Quintal,Rabi
,,Giridih,Sugarcane,374.23,Rs/Quintal,Rabi
,,Giridih,Tomato,2684.75,Rs/Quintal,Rabi
,,Giridih,Wheat,2068.93,Rs/Quintal,Rabi
,,Godda,Arhar (Tur),7834.17,Rs/Quintal,Rabi
,,Godda,Gram (Chana),6926.36,Rs/Quintal,Rabi
,,Godda,Maize,2126.09,Rs/Quintal,Rabi
,,Godda,Mustard,7187.48,Rs/Quintal,Rabi
,,Godda,Onion,2324.45,Rs/Quintal,Rabi
,,Godda,Potato,1985.8,Rs/Quintal,Rabi
,,Godda,Rice (Paddy),1966.41,Rs/Quintal,Rabi
,,Godda,Sugarcane,369.86,Rs/Quintal,Rabi
,,Godda,Tomato,2673.35,Rs/Quintal,Rabi
,,Godda,Wheat,2057.68,Rs/Quintal,Rabi
,,Gumla,Arhar (Tur),7860.55,Rs/Quintal,Rabi
,,Gumla,Gram (Chana),6801.07,Rs/Quintal,Rabi
,,Gumla,Maize,2090.98,Rs/Quintal,Rabi
,,Gumla,Mustard,7334.88,Rs/Quintal,Rabi
,,Gumla,Onion,2423.64,Rs/Quintal,Rabi
,,Gumla,Potato,1991.38,Rs/Quintal,Rabi
,,Gumla,Rice (Paddy),1942.59,Rs/Quintal,Rabi
,,Gumla,Sugarcane,365.14,Rs/Quintal,Rabi
,,Gumla,Tomato,2637.17,Rs/Quintal,Rabi
,,Gumla,Wheat,2087.77,Rs/Quintal,Rabi
,,Hazaribagh,Arhar (Tur),8018.56,Rs/Quintal,Rabi
,,Hazaribagh,Gram (Chana),6880.13,Rs/Quintal,Rabi
,,Hazaribagh,Maize,2123.32,Rs/Quintal,Rabi
,,Hazaribagh,Mustard,7245.56,Rs/Quintal,Rabi
,,Hazaribagh,Onion,2329.03,Rs/Quintal,Rabi
,,Hazaribagh,Potato,1995.96,Rs/Quintal,Rabi
,,Hazaribagh,Rice (Paddy),1917.35,Rs/Quintal,Rabi
,,Hazaribagh,Sugarcane,370.75,Rs/Quintal,Rabi
,,Hazaribagh,Tomato,2632.56,Rs/Quintal,Rabi
,,Hazaribagh,Wheat,2059.95,Rs/Quintal,Rabi
,,Jamshedpur,Arhar (Tur),8261.9,Rs/Quintal,Rabi
,,Jamshedpur,Gram (Chana),7221.45,Rs/Quintal,Rabi
,,Jamshedpur,Maize,2219.14,Rs/Quintal,Rabi
,,Jamshedpur,Mustard,7554.21,Rs/Quintal,Rabi
,,Jamshedpur,Onion,2457.48,Rs/Quintal,Rabi
,,Jamshedpur,Potato,2038.77,Rs/Quintal,Rabi
,,Jamshedpur,Rice (Paddy),2018.25,Rs/Quintal,Rabi
,,Jamshedpur,Sugarcane,386.24,Rs/Quintal,Rabi
,,Jamshedpur,Tomato,2829.45,Rs/Quintal,Rabi
,,Jamshedpur,Wheat,2180.8,Rs/Quintal,Rabi
,,Jamtara,Arhar (Tur),7951.39,Rs/Quintal,Rabi
,,Jamtara,Gram (Chana),6881.99,Rs/Quintal,Rabi
,,Jamtara,Maize,2115.85,Rs/Quintal,Rabi
,,Jamtara,Mustard,7264.28,Rs/Quintal,Rabi
,,Jamtara,Onion,2412.01,Rs/Quintal,Rabi
,,Jamtara,Potato,1945.27,Rs/Quintal,Rabi
,,Jamtara,Rice (Paddy),1972.69,Rs/Quintal,Rabi
,,Jamtara,Sugarcane,366.05,Rs/Quintal,Rabi
,,Jamtara,Tomato,2646.76,Rs/Quintal,Rabi
,,Jamtara,Wheat,2082.29,Rs/Quintal,Rabi
,,Khunti,Arhar (Tur),7893.42,Rs/Quintal,Rabi
,,Khunti,Gram (Chana),6798.7,Rs/Quintal,Rabi
,,Khunti,Maize,2087.83,Rs/Quintal,Rabi
,,Khunti,Mustard,7180.07,Rs/Quintal,Rabi
,,Khunti,Onion,2352.05,Rs/Quintal,Rabi
,,Khunti,Potato,2002.36,Rs/Quintal,Rabi
,,Khunti,Rice (Paddy),1965.34,Rs/Quintal,Rabi
,,Khunti,Sugarcane,368.77,Rs/Quintal,Rabi
,,Khunti,Tomato,2670.34,Rs/Quintal,Rabi
,,Khunti,Wheat,2034.08,Rs/Quintal,Rabi
,,Koderma,Arhar (Tur),7872.6,Rs/Quintal,Rabi
,,Koderma,Gram (Chana),6929.59,Rs/Quintal,Rabi
,,Koderma,Maize,2088.43,Rs/Quintal,Rabi
,,Koderma,Mustard,7178.93,Rs/Quintal,Rabi
,,Koderma,Onion,2348.66,Rs/Quintal,Rabi
,,Koderma,Potato,2004.29,Rs/Quintal,Rabi
,,Koderma,Rice (Paddy),1939.83,Rs/Quintal,Rabi
,,Koderma,Sugarcane,367.29,Rs/Quintal,Rabi
,,Koderma,Tomato,2589.19,Rs/Quintal,Rabi
,,Koderma,Wheat,2041.89,Rs/Quintal,Rabi
,,Lohardaga,Arhar (Tur),7942.56,Rs/Quintal,Rabi
,,Lohardaga,Gram (Chana),6859.42,Rs/Quintal,Rabi
,,Lohardaga,Maize,2077.83,Rs/Quintal,Rabi
,,Lohardaga,Mustard,7247.8,Rs/Quintal,Rabi
,,Lohardaga,Onion,2343.43,Rs/Quintal,Rabi
,,Lohardaga,Potato,1951.05,Rs/Quintal,Rabi
,,Lohardaga,Rice (Paddy),1944.15,Rs/Quintal,Rabi
,,Lohardaga,Sugarcane,366.1,Rs/Quintal,Rabi
,,Lohardaga,Tomato,2604.74,Rs/Quintal,Rabi
,,Lohardaga,Wheat,2090.12,Rs/Quintal,Rabi
,,Pakur,Arhar (Tur),7538.98,Rs/Quintal,Rabi
,,Pakur,Gram (Chana),6563.99,Rs/Quintal,Rabi
,,Pakur,Maize,2027.61,Rs/Quintal,Rabi
,,Pakur,Mustard,6808.75,Rs/Quintal,Rabi
,,Pakur,Onion,2224.79,Rs/Quintal,Rabi
,,Pakur,Potato,1877.07,Rs/Quintal,Rabi
,,Pakur,Rice (Paddy),1872.58,Rs/Quintal,Rabi
,,Pakur,Sugarcane,352.86,Rs/Quintal,Rabi
,,Pakur,Tomato,2438.81,Rs/Quintal,Rabi
,,Pakur,Wheat,1917.92,Rs/Quintal,Rabi
,,Palamu,Arhar (Tur),7908.98,Rs/Quintal,Rabi
,,Palamu,Gram (Chana),6938.48,Rs/Quintal,Rabi
,,Palamu,Maize,2097.39,Rs/Quintal,Rabi
,,Palamu,Mustard,7307.7,Rs/Quintal,Rabi
,,Palamu,Onion,2421.44,Rs/Quintal,Rabi
,,Palamu,Potato,2002.78,Rs/Quintal,Rabi
,,Palamu,Rice (Paddy),1934.24,Rs/Quintal,Rabi
,,Palamu,Sugarcane,371.15,Rs/Quintal,Rabi
,,Palamu,Tomato,2572.81,Rs/Quintal,Rabi
,,Palamu,Wheat,2017.71,Rs/Quintal,Rabi
,,Ramgarh,Arhar (Tur),7851.64,Rs/Quintal,Rabi
,,Ramgarh,Gram (Chana),6834.42,Rs/Quintal,Rabi
,,Ramgarh,Maize,2088.68,Rs/Quintal,Rabi
,,Ramgarh,Mustard,7300.74,Rs/Quintal,Rabi
,,Ramgarh,Onion,2346.49,Rs/Quintal,Rabi
,,Ramgarh,Potato,2006.42,Rs/Quintal,Rabi
,,Ramgarh,Rice (Paddy),1958.95,Rs/Quintal,Rabi
,,Ramgarh,Sugarcane,374.53,Rs/Quintal,Rabi
,,Ramgarh,Tomato,2650.1,Rs/Quintal,Rabi
,,Ramgarh,Wheat,2040.64,Rs/Quintal,Rabi
,,Ranchi,Arhar (Tur),8391.58,Rs/Quintal,Rabi
,,Ranchi,Gram (Chana),7215.47,Rs/Quintal,Rabi
,,Ranchi,Maize,2213.13,Rs/Quintal,Rabi
,,Ranchi,Mustard,7639.21,Rs/Quintal,Rabi
,,Ranchi,Onion,2495.66,Rs/Quintal,Rabi
,,Ranchi,Potato,2114.87,Rs/Quintal,Rabi
,,Ranchi,Rice (Paddy),2045.13,Rs/Quintal,Rabi
,,Ranchi,Sugarcane,393.07,Rs/Quintal,Rabi
,,Ranchi,Tomato,2833.81,Rs/Quintal,Rabi
,,Ranchi,Wheat,2114.99,Rs/Quintal,Rabi
,,Sahebganj,Arhar (Tur),7833.78,Rs/Quintal,Rabi
,,Sahebganj,Gram (Chana),6842.74,Rs/Quintal,Rabi
,,Sahebganj,Maize,2096.27,Rs/Quintal,Rabi
,,Sahebganj,Mustard,7280.35,Rs/Quintal,Rabi
,,Sahebganj,Onion,2362.5,Rs/Quintal,Rabi
,,Sahebganj,Potato,1948.55,Rs/Quintal,Rabi
,,Sahebganj,Rice (Paddy),1943.12,Rs/Quintal,Rabi
,,Sahebganj,Sugarcane,369.83,Rs/Quintal,Rabi
,,Sahebganj,Tomato,2598.21,Rs/Quintal,Rabi
,,Sahebganj,Wheat,2027.18,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Arhar (Tur),7874.26,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Gram (Chana),6787.05,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Maize,2080.72,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Mustard,7265.29,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Onion,2370.96,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Potato,1968.07,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Rice (Paddy),1915.1,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Sugarcane,368.07,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Tomato,2698.68,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Wheat,2025.63,Rs/Quintal,Rabi
,,Simdega,Arhar (Tur),7519.31,Rs/Quintal,Rabi
,,Simdega,Gram (Chana),6498.55,Rs/Quintal,Rabi
,,Simdega,Maize,1999.29,Rs/Quintal,Rabi
,,Simdega,Mustard,6939.57,Rs/Quintal,Rabi
,,Simdega,Onion,2290.84,Rs/Quintal,Rabi
,,Simdega,Potato,1832.98,Rs/Quintal,Rabi
,,Simdega,Rice (Paddy),1876.53,Rs/Quintal,Rabi
,,Simdega,Sugarcane,352.44,Rs/Quintal,Rabi
,,Simdega,Tomato,2459.83,Rs/Quintal,Rabi
,,Simdega,Wheat,1972.23,Rs/Quintal,Rabi
,,West Singhbhum,Arhar (Tur),7966.32,Rs/Quintal,Rabi
,,West Singhbhum,Gram (Chana),6864.76,Rs/Quintal,Rabi
,,West Singhbhum,Maize,2087.47,Rs/Quintal,Rabi
,,West Singhbhum,Mustard,7287.4,Rs/Quintal,Rabi
,,West Singhbhum,Onion,2331.65,Rs/Quintal,Rabi
,,West Singhbhum,Potato,1943.22,Rs/Quintal,Rabi
,,West Singhbhum,Rice (Paddy),1953.17,Rs/Quintal,Rabi
,,West Singhbhum,Sugarcane,367.06,Rs/Quintal,Rabi
,,West Singhbhum,Tomato,2623.87,Rs/Quintal,Rabi
,,West Singhbhum,Wheat,2042.6,Rs/Quintal,Rabi
,,Bokaro,Arhar (Tur),7202.83,Rs/Quintal,Rabi
,,Bokaro,Gram (Chana),6265.51,Rs/Quintal,Rabi
,,Bokaro,Maize,1944.36,Rs/Quintal,Rabi
,,Bokaro,Mustard,6686.51,Rs/Quintal,Rabi
,,Bokaro,Onion,2359.35,Rs/Quintal,Rabi
,,Bokaro,Potato,1965.88,Rs/Quintal,Rabi
,,Bokaro,Rice (Paddy),2176.33,Rs/Quintal,Rabi
,,Bokaro,Sugarcane,339.3,Rs/Quintal,Rabi
,,Bokaro,Tomato,2619.11,Rs/Quintal,Rabi
,,Bokaro,Wheat,2280.83,Rs/Quintal,Rabi
,,Chatra,Arhar (Tur),7114.28,Rs/Quintal,Rabi
,,Chatra,Gram (Chana),6290.76,Rs/Quintal,Rabi
,,Chatra,Maize,1944.05,Rs/Quintal,Rabi
,,Chatra,Mustard,6568.15,Rs/Quintal,Rabi
,,Chatra,Onion,2433.85,Rs/Quintal,Rabi
,,Chatra,Potato,1954.9,Rs/Quintal,Rabi
,,Chatra,Rice (Paddy),2159.61,Rs/Quintal,Rabi
,,Chatra,Sugarcane,336.21,Rs/Quintal,Rabi
,,Chatra,Tomato,2565.36,Rs/Quintal,Rabi
,,Chatra,Wheat,2319.84,Rs/Quintal,Rabi
,,Deoghar,Arhar (Tur),7256.7,Rs/Quintal,Rabi
,,Deoghar,Gram (Chana),6174.32,Rs/Quintal,Rabi
,,Deoghar,Maize,1893.38,Rs/Quintal,Rabi
,,Deoghar,Mustard,6654.99,Rs/Quintal,Rabi
,,Deoghar,Onion,2343.92,Rs/Quintal,Rabi
,,Deoghar,Potato,2023.08,Rs/Quintal,Rabi
,,Deoghar,Rice (Paddy),2183.25,Rs/Quintal,Rabi
,,Deoghar,Sugarcane,334.58,Rs/Quintal,Rabi
,,Deoghar,Tomato,2663.13,Rs/Quintal,Rabi
,,Deoghar,Wheat,2290.63,Rs/Quintal,Rabi
,,Dhanbad,Arhar (Tur),7556.42,Rs/Quintal,Rabi
,,Dhanbad,Gram (Chana),6498.5,Rs/Quintal,Rabi
,,Dhanbad,Maize,2017.15,Rs/Quintal,Rabi
,,Dhanbad,Mustard,6844.04,Rs/Quintal,Rabi
,,Dhanbad,Onion,2492.26,Rs/Quintal,Rabi
,,Dhanbad,Potato,2047.69,Rs/Quintal,Rabi
,,Dhanbad,Rice (Paddy),2248.43,Rs/Quintal,Rabi
,,Dhanbad,Sugarcane,354.1,Rs/Quintal,Rabi
,,Dhanbad,Tomato,2728.86,Rs/Quintal,Rabi
,,Dhanbad,Wheat,2420.84,Rs/Quintal,Rabi
,,Dumka,Arhar (Tur),6801.33,Rs/Quintal,Rabi
,,Dumka,Gram (Chana),5984.8,Rs/Quintal,Rabi
,,Dumka,Maize,1822.77,Rs/Quintal,Rabi
,,Dumka,Mustard,6206.16,Rs/Quintal,Rabi
,,Dumka,Onion,2216.49,Rs/Quintal,Rabi
,,Dumka,Potato,1900.93,Rs/Quintal,Rabi
,,Dumka,Rice (Paddy),2073.3,Rs/Quintal,Rabi
,,Dumka,Sugarcane,316.42,Rs/Quintal,Rabi
,,Dumka,Tomato,2482.15,Rs/Quintal,Rabi
,,Dumka,Wheat,2180.45,Rs/Quintal,Rabi
,,East Singhbhum,Arhar (Tur),7129.16,Rs/Quintal,Rabi
,,East Singhbhum,Gram (Chana),6219.81,Rs/Quintal,Rabi
,,East Singhbhum,Maize,1954.14,Rs/Quintal,Rabi
,,East Singhbhum,Mustard,6546.68,Rs/Quintal,Rabi
,,East Singhbhum,Onion,2370.01,Rs/Quintal,Rabi
,,East Singhbhum,Potato,1935.45,Rs/Quintal,Rabi
,,East Singhbhum,Rice (Paddy),2135.38,Rs/Quintal,Rabi
,,East Singhbhum,Sugarcane,338.3,Rs/Quintal,Rabi
,,East Singhbhum,Tomato,2691.22,Rs/Quintal,Rabi
,,East Singhbhum,Wheat,2265.66,Rs/Quintal,Rabi
,,Garhwa,Arhar (Tur),7293.91,Rs/Quintal,Rabi
,,Garhwa,Gram (Chana),6260.97,Rs/Quintal,Rabi
,,Garhwa,Maize,1953.25,Rs/Quintal,Rabi
,,Garhwa,Mustard,6571.9,Rs/Quintal,Rabi
,,Garhwa,Onion,2352.43,Rs/Quintal,Rabi
,,Garhwa,Potato,1993.95,Rs/Quintal,Rabi
,,Garhwa,Rice (Paddy),2167.59,Rs/Quintal,Rabi
,,Garhwa,Sugarcane,340.47,Rs/Quintal,Rabi
,,Garhwa,Tomato,2688.75,Rs/Quintal,Rabi
,,Garhwa,Wheat,2293.08,Rs/Quintal,Rabi
,,Giridih,Arhar (Tur),7157.2,Rs/Quintal,Rabi
,,Giridih,Gram (Chana),6197.07,Rs/Quintal,Rabi
,,Giridih,Maize,1915.73,Rs/Quintal,Rabi
,,Giridih,Mustard,6659.36,Rs/Quintal,Rabi
,,Giridih,Onion,2404.43,Rs/Quintal,Rabi
,,Giridih,Potato,1930.03,Rs/Quintal,Rabi
,,Giridih,Rice (Paddy),2189.07,Rs/Quintal,Rabi
,,Giridih,Sugarcane,333.77,Rs/Quintal,Rabi
,,Giridih,Tomato,2616.5,Rs/Quintal,Rabi
,,Giridih,Wheat,2287.8,Rs/Quintal,Rabi
,,Godda,Arhar (Tur),7286.04,Rs/Quintal,Rabi
,,Godda,Gram (Chana),6172.79,Rs/Quintal,Rabi
,,Godda,Maize,1902.92,Rs/Quintal,Rabi
,,Godda,Mustard,6640.53,Rs/Quintal,Rabi
,,Godda,Onion,2352.47,Rs/Quintal,Rabi
,,Godda,Potato,2023.82,Rs/Quintal,Rabi
,,Godda,Rice (Paddy),2142.12,Rs/Quintal,Rabi
,,Godda,Sugarcane,333.49,Rs/Quintal,Rabi
,,Godda,Tomato,2691.78,Rs/Quintal,Rabi
,,Godda,Wheat,2306.9,Rs/Quintal,Rabi
,,Gumla,Arhar (Tur),7149.94,Rs/Quintal,Rabi
,,Gumla,Gram (Chana),6307.23,Rs/Quintal,Rabi
,,Gumla,Maize,1936.48,Rs/Quintal,Rabi
,,Gumla,Mustard,6560.45,Rs/Quintal,Rabi
,,Gumla,Onion,2420.25,Rs/Quintal,Rabi
,,Gumla,Potato,2006.42,Rs/Quintal,Rabi
,,Gumla,Rice (Paddy),2151.21,Rs/Quintal,Rabi
,,Gumla,Sugarcane,338.99,Rs/Quintal,Rabi
,,Gumla,Tomato,2659.31,Rs/Quintal,Rabi
,,Gumla,Wheat,2294.65,Rs/Quintal,Rabi
,,Hazaribagh,Arhar (Tur),7273.46,Rs/Quintal,Rabi
,,Hazaribagh,Gram (Chana),6287.14,Rs/Quintal,Rabi
,,Hazaribagh,Maize,1904.84,Rs/Quintal,Rabi
,,Hazaribagh,Mustard,6536.92,Rs/Quintal,Rabi
,,Hazaribagh,Onion,2340.28,Rs/Quintal,Rabi
,,Hazaribagh,Potato,1956.45,Rs/Quintal,Rabi
,,Hazaribagh,Rice (Paddy),2145.5,Rs/Quintal,Rabi
,,Hazaribagh,Sugarcane,331.39,Rs/Quintal,Rabi
,,Hazaribagh,Tomato,2654.5,Rs/Quintal,Rabi
,,Hazaribagh,Wheat,2285.09,Rs/Quintal,Rabi
,,Jamshedpur,Arhar (Tur),7620.46,Rs/Quintal,Rabi
,,Jamshedpur,Gram (Chana),6590.62,Rs/Quintal,Rabi
